id,recruiter_id,title,company,description,location,job_type,job_status,created_at
277,9,Backend Engineer,Accenture,"Seeking a Backend Engineer skilled in Python, FastAPI, and PostgreSQL. You will design scalable APIs, optimize database performance, and work closely with frontend and DevOps teams.",Remote,Contract,active,2024-03-11 00:00:00
278,6,Data Analyst,TCS,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.","Mumbai, India",Internship,closed,2024-01-04 00:00:00
279,1,QA Engineer,TCS,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,Remote,Contract,closed,2024-05-16 00:00:00
280,10,Frontend Engineer,Flipkart,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Bangalore, India",Contract,active,2024-02-16 00:00:00
281,3,DevOps Engineer,Infosys,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Delhi, India",Part-time,closed,2024-02-12 00:00:00
282,5,QA Engineer,Amazon,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Mumbai, India",Part-time,closed,2024-05-12 00:00:00
283,1,Full Stack Engineer,Infosys,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.",Remote,Internship,active,2024-04-17 00:00:00
284,8,Cloud Engineer,Uber,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Bangalore, India",Full-time,active,2024-05-04 00:00:00
285,9,QA Engineer,Flipkart,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,Remote,Full-time,active,2024-03-25 00:00:00
286,9,QA Engineer,Uber,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Delhi, India",Contract,active,2024-01-20 00:00:00
287,9,ML Engineer,Google,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.","Mumbai, India",Part-time,active,2024-04-20 00:00:00
288,8,DevOps Engineer,Infosys,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.","Bangalore, India",Full-time,active,2024-06-11 00:00:00
289,6,ML Engineer,Deloitte,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.","Delhi, India",Contract,active,2024-04-23 00:00:00
290,4,Frontend Engineer,Google,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Bangalore, India",Contract,active,2024-02-28 00:00:00
291,6,ML Engineer,Google,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.","Delhi, India",Contract,closed,2024-01-31 00:00:00
292,7,QA Engineer,Flipkart,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,"Mumbai, India",Contract,closed,2024-06-20 00:00:00
293,5,Data Analyst,Microsoft,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.","Mumbai, India",Full-time,active,2024-05-01 00:00:00
294,8,DevOps Engineer,Google,"We are seeking a DevOps Engineer experienced in Docker, Kubernetes, CI/CD, and cloud platforms like AWS. You will manage infrastructure and deployments.",Remote,Full-time,closed,2024-03-29 00:00:00
295,1,Frontend Engineer,Google,"We are hiring a Frontend Engineer proficient in React and JavaScript. You will build responsive UIs, collaborate with designers, and ensure excellent user experience.","Bangalore, India",Full-time,closed,2024-05-22 00:00:00
296,3,QA Engineer,Deloitte,Hiring a QA Engineer with experience in Selenium and automation testing. You will ensure software quality through test planning and execution.,Remote,Contract,active,2024-05-13 00:00:00
297,6,ML Engineer,Flipkart,"Hiring an ML Engineer with expertise in Python, machine learning, and NLP. You will develop models, work on data pipelines, and deploy AI solutions.","Delhi, India",Part-time,active,2024-01-12 00:00:00
298,1,Cloud Engineer,Microsoft,Looking for a Cloud Engineer with strong knowledge of AWS or Azure. You will design cloud architectures and ensure scalability and security.,"Mumbai, India",Internship,closed,2024-05-15 00:00:00
299,10,Full Stack Engineer,Uber,"Looking for a Full Stack Engineer with experience in React, Node.js, and Python. The role involves building end-to-end web applications and integrating APIs.",Remote,Part-time,closed,2024-05-20 00:00:00
300,6,Data Analyst,Google,"We are looking for a Data Analyst with strong experience in SQL, Python, and data visualization tools like Power BI and Tableau. The candidate will analyze large datasets, build dashboards, and support data-driven decisions.","Mumbai, India",Full-time,closed,2024-01-22 00:00:00
